state,state_code,state_name,county_code,county
IN,18,Indiana,131,Pulaski County
IN,18,Indiana,133,Putnam County
IN,18,Indiana,135,Randolph County
IN,18,Indiana,137,Ripley County
IN,18,Indiana,139,Rush County
IN,18,Indiana,141,St. Joseph County
IN,18,Indiana,143,Scott County
IN,18,Indiana,145,Shelby County
IN,18,Indiana,147,Spencer County
IN,18,Indiana,149,Starke County
IN,18,Indiana,151,Steuben County
IN,18,Indiana,153,Sullivan County
IN,18,Indiana,155,Switzerland County
IN,18,Indiana,157,Tippecanoe County
IN,18,Indiana,159,Tipton County
IN,18,Indiana,161,Union County
IN,18,Indiana,163,Vanderburgh County
IN,18,Indiana,165,Vermillion County
IN,18,Indiana,167,Vigo County
IN,18,Indiana,169,Wabash County
IN,18,Indiana,171,Warren County
IN,18,Indiana,173,Warrick County
IN,18,Indiana,175,Washington County
IN,18,Indiana,177,Wayne County
IN,18,Indiana,179,Wells County
IN,18,Indiana,181,White County
IN,18,Indiana,183,Whitley County
IA,19,Iowa,001,Adair County
IA,19,Iowa,003,Adams County
IA,19,Iowa,005,Allamakee County
IA,19,Iowa,007,Appanoose County
IA,19,Iowa,009,Audubon County
IA,19,Iowa,011,Benton County
IA,19,Iowa,013,Black Hawk County
IA,19,Iowa,015,Boone County
IA,19,Iowa,017,Bremer County
IA,19,Iowa,019,Buchanan County
IA,19,Iowa,021,Buena Vista County
IA,19,Iowa,023,Butler County
IA,19,Iowa,025,Calhoun County
IA,19,Iowa,027,Carroll County
IA,19,Iowa,029,Cass County
IA,19,Iowa,031,Cedar County
IA,19,Iowa,033,Cerro Gordo County
IA,19,Iowa,035,Cherokee County
IA,19,Iowa,037,Chickasaw County
IA,19,Iowa,039,Clarke County
IA,19,Iowa,041,Clay County
IA,19,Iowa,043,Clayton County
IA,19,Iowa,045,Clinton County
IA,19,Iowa,047,Crawford County
IA,19,Iowa,049,Dallas County
IA,19,Iowa,051,Davis County
IA,19,Iowa,053,Decatur County
IA,19,Iowa,055,Delaware County
IA,19,Iowa,057,Des Moines County
IA,19,Iowa,059,Dickinson County
IA,19,Iowa,061,Dubuque County
IA,19,Iowa,063,Emmet County
IA,19,Iowa,065,Fayette County
IA,19,Iowa,067,Floyd County
IA,19,Iowa,069,Franklin County
IA,19,Iowa,071,Fremont County
IA,19,Iowa,073,Greene County
IA,19,Iowa,075,Grundy County
IA,19,Iowa,077,Guthrie County
IA,19,Iowa,079,Hamilton County
IA,19,Iowa,081,Hancock County
IA,19,Iowa,083,Hardin County
IA,19,Iowa,085,Harrison County
IA,19,Iowa,087,Henry County
IA,19,Iowa,089,Howard County
IA,19,Iowa,091,Humboldt County
IA,19,Iowa,093,Ida County
IA,19,Iowa,095,Iowa County
IA,19,Iowa,097,Jackson County
IA,19,Iowa,099,Jasper County
IA,19,Iowa,101,Jefferson County
IA,19,Iowa,103,Johnson County
IA,19,Iowa,105,Jones County
IA,19,Iowa,107,Keokuk County
IA,19,Iowa,109,Kossuth County
IA,19,Iowa,111,Lee County
IA,19,Iowa,113,Linn County
IA,19,Iowa,115,Louisa County
IA,19,Iowa,117,Lucas County
IA,19,Iowa,119,Lyon County
IA,19,Iowa,121,Madison County
IA,19,Iowa,123,Mahaska County
IA,19,Iowa,125,Marion County
IA,19,Iowa,127,Marshall County
IA,19,Iowa,129,Mills County
IA,19,Iowa,131,Mitchell County
IA,19,Iowa,133,Monona County
IA,19,Iowa,135,Monroe County
IA,19,Iowa,137,Montgomery County
IA,19,Iowa,139,Muscatine County
IA,19,Iowa,141,O'Brien County
IA,19,Iowa,143,Osceola County
IA,19,Iowa,145,Page County
IA,19,Iowa,147,Palo Alto County
IA,19,Iowa,149,Plymouth County
IA,19,Iowa,151,Pocahontas County
IA,19,Iowa,153,Polk County
IA,19,Iowa,155,Pottawattamie County
IA,19,Iowa,157,Poweshiek County
IA,19,Iowa,159,Ringgold County
IA,19,Iowa,161,Sac County
IA,19,Iowa,163,Scott County
IA,19,Iowa,165,Shelby County
IA,19,Iowa,167,Sioux County
IA,19,Iowa,169,Story County
IA,19,Iowa,171,Tama County
IA,19,Iowa,173,Taylor County
IA,19,Iowa,175,Union County
IA,19,Iowa,177,Van Buren County
IA,19,Iowa,179,Wapello County
IA,19,Iowa,181,Warren County
IA,19,Iowa,183,Washington County
IA,19,Iowa,185,Wayne County
IA,19,Iowa,187,Webster County
IA,19,Iowa,189,Winnebago County
IA,19,Iowa,191,Winneshiek County
IA,19,Iowa,193,Woodbury County
IA,19,Iowa,195,Worth County
IA,19,Iowa,197,Wright County
KS,20,Kansas,001,Allen County
KS,20,Kansas,003,Anderson County
KS,20,Kansas,005,Atchison County
KS,20,Kansas,007,Barber County
KS,20,Kansas,009,Barton County
KS,20,Kansas,011,Bourbon County
KS,20,Kansas,013,Brown County
KS,20,Kansas,015,Butler County
KS,20,Kansas,017,Chase County
KS,20,Kansas,019,Chautauqua County
KS,20,Kansas,021,Cherokee County
KS,20,Kansas,023,Cheyenne County
KS,20,Kansas,025,Clark County
KS,20,Kansas,027,Clay County
KS,20,Kansas,029,Cloud County
KS,20,Kansas,031,Coffey County
KS,20,Kansas,033,Comanche County
KS,20,Kansas,035,Cowley County
KS,20,Kansas,037,Crawford County
KS,20,Kansas,039,Decatur County
KS,20,Kansas,041,Dickinson County
KS,20,Kansas,043,Doniphan County
KS,20,Kansas,045,Douglas County
KS,20,Kansas,047,Edwards County
KS,20,Kansas,049,Elk County
KS,20,Kansas,051,Ellis County
KS,20,Kansas,053,Ellsworth County
KS,20,Kansas,055,Finney County
KS,20,Kansas,057,Ford County
KS,20,Kansas,059,Franklin County
KS,20,Kansas,061,Geary County
KS,20,Kansas,063,Gove County
KS,20,Kansas,065,Graham County
KS,20,Kansas,067,Grant County
KS,20,Kansas,069,Gray County
KS,20,Kansas,071,Greeley County
KS,20,Kansas,073,Greenwood County
KS,20,Kansas,075,Hamilton County
KS,20,Kansas,077,Harper County
KS,20,Kansas,079,Harvey County
KS,20,Kansas,081,Haskell County
KS,20,Kansas,083,Hodgeman County
KS,20,Kansas,085,Jackson County
KS,20,Kansas,087,Jefferson County
KS,20,Kansas,089,Jewell County
KS,20,Kansas,091,Johnson County
KS,20,Kansas,093,Kearny County
KS,20,Kansas,095,Kingman County
KS,20,Kansas,097,Kiowa County
KS,20,Kansas,099,Labette County
KS,20,Kansas,101,Lane County
KS,20,Kansas,103,Leavenworth County
KS,20,Kansas,105,Lincoln County
KS,20,Kansas,107,Linn County
KS,20,Kansas,109,Logan County
KS,20,Kansas,111,Lyon County
KS,20,Kansas,113,McPherson County
KS,20,Kansas,115,Marion County
KS,20,Kansas,117,Marshall County
KS,20,Kansas,119,Meade County
KS,20,Kansas,121,Miami County
KS,20,Kansas,123,Mitchell County
KS,20,Kansas,125,Montgomery County
KS,20,Kansas,127,Morris County
KS,20,Kansas,129,Morton County
KS,20,Kansas,131,Nemaha County
KS,20,Kansas,133,Neosho County
KS,20,Kansas,135,Ness County
KS,20,Kansas,137,Norton County
KS,20,Kansas,139,Osage County
KS,20,Kansas,141,Osborne County
KS,20,Kansas,143,Ottawa County
KS,20,Kansas,145,Pawnee County
KS,20,Kansas,147,Phillips County
KS,20,Kansas,149,Pottawatomie County
KS,20,Kansas,151,Pratt County
KS,20,Kansas,153,Rawlins County
KS,20,Kansas,155,Reno County
KS,20,Kansas,157,Republic County
KS,20,Kansas,159,Rice County
KS,20,Kansas,161,Riley County
KS,20,Kansas,163,Rooks County
KS,20,Kansas,165,Rush County
KS,20,Kansas,167,Russell County
KS,20,Kansas,169,Saline County
KS,20,Kansas,171,Scott County
KS,20,Kansas,173,Sedgwick County
KS,20,Kansas,175,Seward County
KS,20,Kansas,177,Shawnee County
KS,20,Kansas,179,Sheridan County
KS,20,Kansas,181,Sherman County
KS,20,Kansas,183,Smith County
KS,20,Kansas,185,Stafford County
KS,20,Kansas,187,Stanton County
KS,20,Kansas,189,Stevens County
KS,20,Kansas,191,Sumner County
KS,20,Kansas,193,Thomas County
KS,20,Kansas,195,Trego County
KS,20,Kansas,197,Wabaunsee County
KS,20,Kansas,199,Wallace County
KS,20,Kansas,201,Washington County
KS,20,Kansas,203,Wichita County
KS,20,Kansas,205,Wilson County
KS,20,Kansas,207,Woodson County
KS,20,Kansas,209,Wyandotte County
KY,21,Kentucky,001,Adair County
KY,21,Kentucky,003,Allen County
KY,21,Kentucky,005,Anderson County
KY,21,Kentucky,007,Ballard County
KY,21,Kentucky,009,Barren County
KY,21,Kentucky,011,Bath County
KY,21,Kentucky,013,Bell County
KY,21,Kentucky,015,Boone County
KY,21,Kentucky,017,Bourbon County
KY,21,Kentucky,019,Boyd County
KY,21,Kentucky,021,Boyle County
KY,21,Kentucky,023,Bracken County
KY,21,Kentucky,025,Breathitt County
KY,21,Kentucky,027,Breckinridge County
KY,21,Kentucky,029,Bullitt County
KY,21,Kentucky,031,Butler County
KY,21,Kentucky,033,Caldwell County
KY,21,Kentucky,035,Calloway County
KY,21,Kentucky,037,Campbell County
KY,21,Kentucky,039,Carlisle County
KY,21,Kentucky,041,Carroll County
KY,21,Kentucky,043,Carter County
KY,21,Kentucky,045,Casey County
KY,21,Kentucky,047,Christian County
KY,21,Kentucky,049,Clark County
KY,21,Kentucky,051,Clay County
KY,21,Kentucky,053,Clinton County
KY,21,Kentucky,055,Crittenden County
KY,21,Kentucky,057,Cumberland County
KY,21,Kentucky,059,Daviess County
KY,21,Kentucky,061,Edmonson County
KY,21,Kentucky,063,Elliott County
KY,21,Kentucky,065,Estill County
KY,21,Kentucky,067,Fayette County
KY,21,Kentucky,069,Fleming County
KY,21,Kentucky,071,Floyd County
KY,21,Kentucky,073,Franklin County
KY,21,Kentucky,075,Fulton County
KY,21,Kentucky,077,Gallatin County
KY,21,Kentucky,079,Garrard County
KY,21,Kentucky,081,Grant County
KY,21,Kentucky,083,Graves County
KY,21,Kentucky,085,Grayson County
KY,21,Kentucky,087,Green County
KY,21,Kentucky,089,Greenup County
KY,21,Kentucky,091,Hancock County
KY,21,Kentucky,093,Hardin County
KY,21,Kentucky,095,Harlan County
KY,21,Kentucky,097,Harrison County
KY,21,Kentucky,099,Hart County
KY,21,Kentucky,101,Henderson County
KY,21,Kentucky,103,Henry County
KY,21,Kentucky,105,Hickman County
KY,21,Kentucky,107,Hopkins County
KY,21,Kentucky,109,Jackson County
KY,21,Kentucky,111,Jefferson County
KY,21,Kentucky,113,Jessamine County
KY,21,Kentucky,115,Johnson County
KY,21,Kentucky,117,Kenton County
KY,21,Kentucky,119,Knott County
KY,21,Kentucky,121,Knox County
KY,21,Kentucky,123,Larue County
KY,21,Kentucky,125,Laurel County
KY,21,Kentucky,127,Lawrence County
KY,21,Kentucky,129,Lee County
KY,21,Kentucky,131,Leslie County
KY,21,Kentucky,133,Letcher County
KY,21,Kentucky,135,Lewis County
KY,21,Kentucky,137,Lincoln County
KY,21,Kentucky,139,Livingston County
KY,21,Kentucky,141,Logan County
KY,21,Kentucky,143,Lyon County
KY,21,Kentucky,145,McCracken County
KY,21,Kentucky,147,McCreary County
KY,21,Kentucky,149,McLean County
KY,21,Kentucky,151,Madison County
KY,21,Kentucky,153,Magoffin County
KY,21,Kentucky,155,Marion County
KY,21,Kentucky,157,Marshall County
KY,21,Kentucky,159,Martin County
KY,21,Kentucky,161,Mason County
KY,21,Kentucky,163,Meade County
KY,21,Kentucky,165,Menifee County
KY,21,Kentucky,167,Mercer County
KY,21,Kentucky,169,Metcalfe County
KY,21,Kentucky,171,Monroe County
KY,21,Kentucky,173,Montgomery County
KY,21,Kentucky,175,Morgan County
KY,21,Kentucky,177,Muhlenberg County
KY,21,Kentucky,179,Nelson County
KY,21,Kentucky,181,Nicholas County
KY,21,Kentucky,183,Ohio County
KY,21,Kentucky,185,Oldham County
KY,21,Kentucky,187,Owen County
KY,21,Kentucky,189,Owsley County
KY,21,Kentucky,191,Pendleton County
KY,21,Kentucky,193,Perry County
KY,21,Kentucky,195,Pike County
KY,21,Kentucky,197,Powell County
KY,21,Kentucky,199,Pulaski County
KY,21,Kentucky,201,Robertson County
KY,21,Kentucky,203,Rockcastle County
KY,21,Kentucky,205,Rowan County
KY,21,Kentucky,207,Russell County
KY,21,Kentucky,209,Scott County
KY,21,Kentucky,211,Shelby County
KY,21,Kentucky,213,Simpson County
KY,21,Kentucky,215,Spencer County
KY,21,Kentucky,217,Taylor County
KY,21,Kentucky,219,Todd County
KY,21,Kentucky,221,Trigg County
KY,21,Kentucky,223,Trimble County
KY,21,Kentucky,225,Union County
KY,21,Kentucky,227,Warren County
KY,21,Kentucky,229,Washington County
KY,21,Kentucky,231,Wayne County
KY,21,Kentucky,233,Webster County
KY,21,Kentucky,235,Whitley County
KY,21,Kentucky,237,Wolfe County
KY,21,Kentucky,239,Woodford County
LA,22,Louisiana,001,Acadia Parish
LA,22,Louisiana,003,Allen Parish
LA,22,Louisiana,005,Ascension Parish
LA,22,Louisiana,007,Assumption Parish
LA,22,Louisiana,009,Avoyelles Parish
LA,22,Louisiana,011,Beauregard Parish
LA,22,Louisiana,013,Bienville Parish
LA,22,Louisiana,015,Bossier Parish
LA,22,Louisiana,017,Caddo Parish
LA,22,Louisiana,019,Calcasieu Parish
LA,22,Louisiana,021,Caldwell Parish
LA,22,Louisiana,023,Cameron Parish
LA,22,Louisiana,025,Catahoula Parish
LA,22,Louisiana,027,Claiborne Parish
LA,22,Louisiana,029,Concordia Parish
LA,22,Louisiana,031,De Soto Parish
LA,22,Louisiana,033,East Baton Rouge Parish
LA,22,Louisiana,035,East Carroll Parish
LA,22,Louisiana,037,East Feliciana Parish
LA,22,Louisiana,039,Evangeline Parish
LA,22,Louisiana,041,Franklin Parish
LA,22,Louisiana,043,Grant Parish
LA,22,Louisiana,045,Iberia Parish
LA,22,Louisiana,047,Iberville Parish
LA,22,Louisiana,049,Jackson Parish
LA,22,Louisiana,051,Jefferson Parish
LA,22,Louisiana,053,Jefferson Davis Parish
LA,22,Louisiana,055,Lafayette Parish
LA,22,Louisiana,057,Lafourche Parish
LA,22,Louisiana,059,La Salle Parish
LA,22,Louisiana,061,Lincoln Parish
LA,22,Louisiana,063,Livingston Parish
LA,22,Louisiana,065,Madison Parish
LA,22,Louisiana,067,Morehouse Parish
LA,22,Louisiana,069,Natchitoches Parish
LA,22,Louisiana,071,Orleans Parish
LA,22,Louisiana,073,Ouachita Parish
LA,22,Louisiana,075,Plaquemines Parish
LA,22,Louisiana,077,Pointe Coupee Parish
LA,22,Louisiana,079,Rapides Parish
LA,22,Louisiana,081,Red River Parish
LA,22,Louisiana,083,Richland Parish
LA,22,Louisiana,085,Sabine Parish
LA,22,Louisiana,087,St. Bernard Parish
LA,22,Louisiana,089,St. Charles Parish
LA,22,Louisiana,091,St. Helena Parish
LA,22,Louisiana,093,St. James Parish
LA,22,Louisiana,095,St. John the Baptist Parish
LA,22,Louisiana,097,St. Landry Parish
LA,22,Louisiana,099,St. Martin Parish
LA,22,Louisiana,101,St. Mary Parish
LA,22,Louisiana,103,St. Tammany Parish
LA,22,Louisiana,105,Tangipahoa Parish
LA,22,Louisiana,107,Tensas Parish
LA,22,Louisiana,109,Terrebonne Parish
LA,22,Louisiana,111,Union Parish
LA,22,Louisiana,113,Vermilion Parish
LA,22,Louisiana,115,Vernon Parish
LA,22,Louisiana,117,Washington Parish
LA,22,Louisiana,119,Webster Parish
LA,22,Louisiana,121,West Baton Rouge Parish
LA,22,Louisiana,123,West Carroll Parish
LA,22,Louisiana,125,West Feliciana Parish
LA,22,Louisiana,127,Winn Parish
ME,23,Maine,001,Androscoggin County
ME,23,Maine,003,Aroostook County
ME,23,Maine,005,Cumberland County
ME,23,Maine,007,Franklin County
ME,23,Maine,009,Hancock County
ME,23,Maine,011,Kennebec County
ME,23,Maine,013,Knox County
ME,23,Maine,015,Lincoln County
ME,23,Maine,017,Oxford County
ME,23,Maine,019,Penobscot County
ME,23,Maine,021,Piscataquis County
ME,23,Maine,023,Sagadahoc County
ME,23,Maine,025,Somerset County
ME,23,Maine,027,Waldo County
ME,23,Maine,029,Washington County
ME,23,Maine,031,York County
MD,24,Maryland,001,Allegany County
MD,24,Maryland,003,Anne Arundel County
MD,24,Maryland,005,Baltimore County
MD,24,Maryland,009,Calvert County
MD,24,Maryland,011,Caroline County
MD,24,Maryland,013,Carroll County
MD,24,Maryland,015,Cecil County
MD,24,Maryland,017,Charles County
MD,24,Maryland,019,Dorchester County
MD,24,Maryland,021,Frederick County
MD,24,Maryland,023,Garrett County
MD,24,Maryland,025,Harford County
MD,24,Maryland,027,Howard County
MD,24,Maryland,029,Kent County
MD,24,Maryland,031,Montgomery County
MD,24,Maryland,033,Prince George's County
MD,24,Maryland,035,Queen Anne's County
MD,24,Maryland,037,St. Mary's County
MD,24,Maryland,039,Somerset County
MD,24,Maryland,041,Talbot County
MD,24,Maryland,043,Washington County
MD,24,Maryland,045,Wicomico County
MD,24,Maryland,047,Worcester County
MD,24,Maryland,510,Baltimore city
MA,25,Massachusetts,001,Barnstable County
MA,25,Massachusetts,003,Berkshire County
MA,25,Massachusetts,005,Bristol County
MA,25,Massachusetts,007,Dukes County
MA,25,Massachusetts,009,Essex County
MA,25,Massachusetts,011,Franklin County
MA,25,Massachusetts,013,Hampden County
MA,25,Massachusetts,015,Hampshire County
MA,25,Massachusetts,017,Middlesex County
MA,25,Massachusetts,019,Nantucket County
MA,25,Massachusetts,021,Norfolk County
MA,25,Massachusetts,023,Plymouth County
MA,25,Massachusetts,025,Suffolk County
MA,25,Massachusetts,027,Worcester County
MI,26,Michigan,001,Alcona County
MI,26,Michigan,003,Alger County
MI,26,Michigan,005,Allegan County
MI,26,Michigan,007,Alpena County
MI,26,Michigan,009,Antrim County
MI,26,Michigan,011,Arenac County
MI,26,Michigan,013,Baraga County
MI,26,Michigan,015,Barry County
MI,26,Michigan,017,Bay County
MI,26,Michigan,019,Benzie County
MI,26,Michigan,021,Berrien County
MI,26,Michigan,023,Branch County
MI,26,Michigan,025,Calhoun County
MI,26,Michigan,027,Cass County
MI,26,Michigan,029,Charlevoix County
MI,26,Michigan,031,Cheboygan County
MI,26,Michigan,033,Chippewa County
MI,26,Michigan,035,Clare County
MI,26,Michigan,037,Clinton County
MI,26,Michigan,039,Crawford County
MI,26,Michigan,041,Delta County
MI,26,Michigan,043,Dickinson County
MI,26,Michigan,045,Eaton County
MI,26,Michigan,047,Emmet County
MI,26,Michigan,049,Genesee County
MI,26,Michigan,051,Gladwin County
MI,26,Michigan,053,Gogebic County
MI,26,Michigan,055,Grand Traverse County
MI,26,Michigan,057,Gratiot County
MI,26,Michigan,059,Hillsdale County
MI,26,Michigan,061,Houghton County
MI,26,Michigan,063,Huron County
MI,26,Michigan,065,Ingham County
MI,26,Michigan,067,Ionia County
MI,26,Michigan,069,Iosco County
MI,26,Michigan,071,Iron County
MI,26,Michigan,073,Isabella County
MI,26,Michigan,075,Jackson County
MI,26,Michigan,077,Kalamazoo County
MI,26,Michigan,079,Kalkaska County
MI,26,Michigan,081,Kent County
MI,26,Michigan,083,Keweenaw County
MI,26,Michigan,085,Lake County
MI,26,Michigan,087,Lapeer County
MI,26,Michigan,089,Leelanau County
MI,26,Michigan,091,Lenawee County
MI,26,Michigan,093,Livingston County
MI,26,Michigan,095,Luce County
MI,26,Michigan,097,Mackinac County
MI,26,Michigan,099,Macomb County
MI,26,Michigan,101,Manistee County
MI,26,Michigan,103,Marquette County
MI,26,Michigan,105,Mason County
MI,26,Michigan,107,Mecosta County
MI,26,Michigan,109,Menominee County
MI,26,Michigan,111,Midland County
MI,26,Michigan,113,Missaukee County
MI,26,Michigan,115,Monroe County
MI,26,Michigan,117,Montcalm County
MI,26,Michigan,119,Montmorency County
MI,26,Michigan,121,Muskegon County
MI,26,Michigan,123,Newaygo County
MI,26,Michigan,125,Oakland County
MI,26,Michigan,127,Oceana County
MI,26,Michigan,129,Ogemaw County
MI,26,Michigan,131,Ontonagon County
MI,26,Michigan,133,Osceola County
MI,26,Michigan,135,Oscoda County
MI,26,Michigan,137,Otsego County
MI,26,Michigan,139,Ottawa County
MI,26,Michigan,141,Presque Isle County
MI,26,Michigan,143,Roscommon County
MI,26,Michigan,145,Saginaw County
MI,26,Michigan,147,St. Clair County
MI,26,Michigan,149,St. Joseph County
MI,26,Michigan,151,Sanilac County
MI,26,Michigan,153,Schoolcraft County
MI,26,Michigan,155,Shiawassee County
MI,26,Michigan,157,Tuscola County
MI,26,Michigan,159,Van Buren County
MI,26,Michigan,161,Washtenaw County
MI,26,Michigan,163,Wayne County
MI,26,Michigan,165,Wexford County
MN,27,Minnesota,001,Aitkin County
MN,27,Minnesota,003,Anoka County
MN,27,Minnesota,005,Becker County
MN,27,Minnesota,007,Beltrami County
MN,27,Minnesota,009,Benton County
MN,27,Minnesota,011,Big Stone County
MN,27,Minnesota,013,Blue Earth County
MN,27,Minnesota,015,Brown County
MN,27,Minnesota,017,Carlton County
MN,27,Minnesota,019,Carver County
MN,27,Minnesota,021,Cass County
MN,27,Minnesota,023,Chippewa County
MN,27,Minnesota,025,Chisago County
MN,27,Minnesota,027,Clay County
MN,27,Minnesota,029,Clearwater County
MN,27,Minnesota,031,Cook County
MN,27,Minnesota,033,Cottonwood County
MN,27,Minnesota,035,Crow Wing County
MN,27,Minnesota,037,Dakota County
MN,27,Minnesota,039,Dodge County
MN,27,Minnesota,041,Douglas County
MN,27,Minnesota,043,Faribault County
MN,27,Minnesota,045,Fillmore County
MN,27,Minnesota,047,Freeborn County
MN,27,Minnesota,049,Goodhue County
MN,27,Minnesota,051,Grant County
MN,27,Minnesota,053,Hennepin County
MN,27,Minnesota,055,Houston County
MN,27,Minnesota,057,Hubbard County
MN,27,Minnesota,059,Isanti County
MN,27,Minnesota,061,Itasca County
MN,27,Minnesota,063,Jackson County
MN,27,Minnesota,065,Kanabec County
MN,27,Minnesota,067,Kandiyohi County
MN,27,Minnesota,069,Kittson County
MN,27,Minnesota,071,Koochiching County
MN,27,Minnesota,073,Lac qui Parle County
MN,27,Minnesota,075,Lake County
MN,27,Minnesota,077,Lake of the Woods County
MN,27,Minnesota,079,Le Sueur County
MN,27,Minnesota,081,Lincoln County
MN,27,Minnesota,083,Lyon County
MN,27,Minnesota,085,McLeod County
MN,27,Minnesota,087,Mahnomen County
MN,27,Minnesota,089,Marshall County
MN,27,Minnesota,091,Martin County
MN,27,Minnesota,093,Meeker County
MN,27,Minnesota,095,Mille Lacs County
MN,27,Minnesota,097,Morrison County
MN,27,Minnesota,099,Mower County
MN,27,Minnesota,101,Murray County
MN,27,Minnesota,103,Nicollet County
MN,27,Minnesota,105,Nobles County
MN,27,Minnesota,107,Norman County
MN,27,Minnesota,109,Olmsted County
MN,27,Minnesota,111,Otter Tail County
MN,27,Minnesota,113,Pennington County
MN,27,Minnesota,115,Pine County
MN,27,Minnesota,117,Pipestone County
MN,27,Minnesota,119,Polk County
MN,27,Minnesota,121,Pope County
MN,27,Minnesota,123,Ramsey County
MN,27,Minnesota,125,Red Lake County
MN,27,Minnesota,127,Redwood County
MN,27,Minnesota,129,Renville County
MN,27,Minnesota,131,Rice County
MN,27,Minnesota,133,Rock County
MN,27,Minnesota,135,Roseau County
MN,27,Minnesota,137,St. Louis County
MN,27,Minnesota,139,Scott County
MN,27,Minnesota,141,Sherburne County
MN,27,Minnesota,143,Sibley County
MN,27,Minnesota,145,Stearns County
MN,27,Minnesota,147,Steele County
MN,27,Minnesota,149,Stevens County
MN,27,Minnesota,151,Swift County
MN,27,Minnesota,153,Todd County
MN,27,Minnesota,155,Traverse County
MN,27,Minnesota,157,Wabasha County
MN,27,Minnesota,159,Wadena County
MN,27,Minnesota,161,Waseca County
MN,27,Minnesota,163,Washington County
MN,27,Minnesota,165,Watonwan County
MN,27,Minnesota,167,Wilkin County
MN,27,Minnesota,169,Winona County
MN,27,Minnesota,171,Wright County
MN,27,Minnesota,173,Yellow Medicine County
MS,28,Mississippi,001,Adams County
MS,28,Mississippi,003,Alcorn County
MS,28,Mississippi,005,Amite County
MS,28,Mississippi,007,Attala County
MS,28,Mississippi,009,Benton County
MS,28,Mississippi,011,Bolivar County
MS,28,Mississippi,013,Calhoun County
MS,28,Mississippi,015,Carroll County
MS,28,Mississippi,017,Chickasaw County
MS,28,Mississippi,019,Choctaw County
MS,28,Mississippi,021,Claiborne County
MS,28,Mississippi,023,Clarke County
MS,28,Mississippi,025,Clay County
MS,28,Mississippi,027,Coahoma County
MS,28,Mississippi,029,Copiah County
MS,28,Mississippi,031,Covington County
MS,28,Mississippi,033,DeSoto County
MS,28,Mississippi,035,Forrest County
MS,28,Mississippi,037,Franklin County
MS,28,Mississippi,039,George County
MS,28,Mississippi,041,Greene County
MS,28,Mississippi,043,Grenada County
MS,28,Mississippi,045,Hancock County
MS,28,Mississippi,047,Harrison County
MS,28,Mississippi,049,Hinds County
MS,28,Mississippi,051,Holmes County
MS,28,Mississippi,053,Humphreys County
MS,28,Mississippi,055,Issaquena County
MS,28,Mississippi,057,Itawamba County
MS,28,Mississippi,059,Jackson County
MS,28,Mississippi,061,Jasper County
MS,28,Mississippi,063,Jefferson County
MS,28,Mississippi,065,Jefferson Davis County
MS,28,Mississippi,067,Jones County
MS,28,Mississippi,069,Kemper County
MS,28,Mississippi,071,Lafayette County
MS,28,Mississippi,073,Lamar County
MS,28,Mississippi,075,Lauderdale County
MS,28,Mississippi,077,Lawrence County
MS,28,Mississippi,079,Leake County
MS,28,Mississippi,081,Lee County
MS,28,Mississippi,083,Leflore County
MS,28,Mississippi,085,Lincoln County
MS,28,Mississippi,087,Lowndes County
MS,28,Mississippi,089,Madison County
MS,28,Mississippi,091,Marion County
MS,28,Mississippi,093,Marshall County
MS,28,Mississippi,095,Monroe County
MS,28,Mississippi,097,Montgomery County
MS,28,Mississippi,099,Neshoba County
MS,28,Mississippi,101,Newton County
MS,28,Mississippi,103,Noxubee County
MS,28,Mississippi,105,Oktibbeha County
MS,28,Mississippi,107,Panola County
MS,28,Mississippi,109,Pearl River County
MS,28,Mississippi,111,Perry County
MS,28,Mississippi,113,Pike County
MS,28,Mississippi,115,Pontotoc County
MS,28,Mississippi,117,Prentiss County
MS,28,Mississippi,119,Quitman County
MS,28,Mississippi,121,Rankin County
MS,28,Mississippi,123,Scott County
MS,28,Mississippi,125,Sharkey County
MS,28,Mississippi,127,Simpson County
MS,28,Mississippi,129,Smith County
MS,28,Mississippi,131,Stone County
MS,28,Mississippi,133,Sunflower County
MS,28,Mississippi,135,Tallahatchie County
MS,28,Mississippi,137,Tate County
MS,28,Mississippi,139,Tippah County
MS,28,Mississippi,141,Tishomingo County
MS,28,Mississippi,143,Tunica County
MS,28,Mississippi,145,Union County
MS,28,Mississippi,147,Walthall County
MS,28,Mississippi,149,Warren County
MS,28,Mississippi,151,Washington County
MS,28,Mississippi,153,Wayne County
MS,28,Mississippi,155,Webster County
MS,28,Mississippi,157,Wilkinson County
MS,28,Mississippi,159,Winston County
MS,28,Mississippi,161,Yalobusha County
MS,28,Mississippi,163,Yazoo County
MO,29,Missouri,001,Adair County
MO,29,Missouri,003,Andrew County
MO,29,Missouri,005,Atchison County
MO,29,Missouri,007,Audrain County
MO,29,Missouri,009,Barry County
MO,29,Missouri,011,Barton County
MO,29,Missouri,013,Bates County
MO,29,Missouri,015,Benton County
MO,29,Missouri,017,Bollinger County
MO,29,Missouri,019,Boone County
MO,29,Missouri,021,Buchanan County
MO,29,Missouri,023,Butler County
MO,29,Missouri,025,Caldwell County
MO,29,Missouri,027,Callaway County
MO,29,Missouri,029,Camden County
MO,29,Missouri,031,Cape Girardeau County
MO,29,Missouri,033,Carroll County
MO,29,Missouri,035,Carter County
MO,29,Missouri,037,Cass County
MO,29,Missouri,039,Cedar County
